"Time","Q"
2016-10-08,142.1455773
2016-10-09,136.2785771
2016-10-10,145.4323177
2016-10-11,150.6746098
2016-10-12,149.2409411
2016-10-13,151.3721758
2016-10-14,153.0818374
2016-10-15,148.2844655
2016-10-16,139.0638196
2016-10-17,144.7622354
2016-10-18,151.5797559
2016-10-19,153.1927157
2016-10-20,142.1328344
2016-10-21,159.365476
2016-10-22,153.4575938
2016-10-23,137.1526167
2016-10-24,146.2365166
2016-10-25,152.2813248
2016-10-26,152.8306817
2016-10-27,149.2294148
2016-10-28,148.6878929
2016-10-29,150.1153032
2016-10-30,141.4394728
2016-10-31,142.8991527
2016-11-01,137.4441378
2016-11-02,149.3066914
2016-11-03,150.1995674
2016-11-04,153.1299156
2016-11-05,152.5789576
2016-11-06,138.3464028
2016-11-07,150.962574
2016-11-08,155.6567408
2016-11-09,157.1141782
2016-11-10,154.8601269
2016-11-11,153.6615929
2016-11-12,156.2424046
2016-11-13,144.4459016
2016-11-14,151.5938946
2016-11-15,152.0048125
2016-11-16,154.5532021
2016-11-17,156.6579352
2016-11-18,153.7015211
2016-11-19,149.7466279
2016-11-20,141.901548
2016-11-21,151.7426508
2016-11-22,157.2360421
2016-11-23,162.7294335
2016-11-24,154.7026635
2016-11-25,159.9040009
2016-11-26,150.9098164
2016-11-27,142.2616608
2016-11-28,154.947734
2016-11-29,156.2462432
2016-11-30,158.5524819
2016-12-01,156.2578132
2016-12-02,155.4117134
2016-12-03,153.5734496
2016-12-04,149.3321067
2016-12-05,151.3917948
2016-12-06,161.7207904
2016-12-07,154.4133542
2016-12-08,149.0211715
2016-12-09,154.9843239
2016-12-10,157.2184299
2016-12-11,144.6756916
2016-12-12,156.5821179
2016-12-13,154.7602923
2016-12-14,158.308791
2016-12-15,153.2590592
2016-12-16,157.854671
2016-12-17,151.0694966
2016-12-18,144.676045
2016-12-19,154.2841416
2016-12-20,153.7597675
2016-12-21,155.2155297
2016-12-22,155.626059
2016-12-23,159.120497
2016-12-24,161.7293379
2016-12-25,138.1217905
2016-12-26,158.769101
2016-12-27,159.1872292
2016-12-28,159.7974088
